lEAR,rEAR,MAR,MOE,l_PUC,r_PUC,label
0.21271781490575853,0.23391857308192698,0.021179148404536493,0.09483843669773022,0.36430383229240393,0.3927438165806361,1
0.21832187779978623,0.1871348584655416,0.01297187951165978,0.06398650386792971,0.3812098878826755,0.35896446308765156,1
0.23039364204208773,0.22685647650708882,0.0211905653572995,0.0926869758920379,0.3980833574061068,0.37077721646646716,1
0.1978522991485744,0.2120482557159803,0.0061286650460229426,0.029903180043501357,0.34956084751813765,0.3933192910089698,1
0.2047255806471683,0.22685647650708882,0.021179148404536493,0.09814656588916805,0.3637215986015226,0.4175557713274591,1
0.21498836207587554,0.21202388648538395,0.012717500380074605,0.05956503787853356,0.38772345067120917,0.36097179505527804,1
0.22670535775477457,0.2342606428329091,0.012409202608697342,0.05383999077101956,0.36951584775573293,0.3911479164468499,1
0.2118567993035179,0.21832400154313186,0.025996037416127892,0.12086098386987253,0.3603895727998848,0.3801339575462529,1
0.18298678339139032,0.17154028692674644,0.024835222642296432,0.14010339249981904,0.33728997148601986,0.34654158839805066,1
0.25,0.22568905807670636,0.024507626079335543,0.10304052894730915,0.4085080315401204,0.4045799348302575,1
0.22670535775477457,0.22683471718524148,0.012794196201366254,0.05641925337274057,0.36951584775573293,0.3812988100797563,1
0.21164885403221195,0.21864326664404848,0.008723327966864926,0.04054607345891007,0.3860354249790513,0.38205678144921423,1
0.21816264517893608,0.21864326664404848,0.015158974366360779,0.06940828389018668,0.40083420895303656,0.38205678144921423,1
0.18861845900368043,0.1609556949949126,0.012726210330576452,0.07280978976854034,0.3639670105854401,0.36076163054078403,1
0.2335303927655574,0.21864326664404848,0.012569073432820235,0.05559400982901756,0.4172247777978614,0.38205678144921423,1
0.2065480961930069,0.21202388648538395,0.02359496561801432,0.11274030080576834,0.34532038583096886,0.3611425708545117,1
0.22018079252056932,0.2197531593968708,0.02105292982116956,0.09570950243513118,0.39379987147920703,0.40798953690963574,1
0.22762671997104575,0.21832400154313186,0.01534596845061405,0.06882360633259418,0.37168308347619144,0.3801339575462529,1
0.21271781490575853,0.21832400154313186,0.017668443632211994,0.08198018362938567,0.35690238076158665,0.3801339575462529,1
0.21271781490575853,0.21832400154313186,0.0,0.0,0.35690238076158665,0.3801339575462529,1
0.22762671997104575,0.20512834828004578,0.0,0.0,0.37351664834671655,0.37355548657968607,1
0.1978522991485744,0.1871348584655416,0.006132691398282435,0.031859199856372415,0.34956084751813765,0.35896446308765156,1
0.18174191733512318,0.18842550466500885,0.006326595906782043,0.034182348476791594,0.35987771800030405,0.33586993191845166,1
0.20945164852680173,0.23335392964621404,0.01537207707182203,0.06943036777109324,0.3415456570935485,0.40161524513941055,1
0.20178706706405888,0.21943227361937365,0.015276973363063417,0.07253690363921265,0.39103743246688505,0.3578987315127456,1
0.2335303927655574,0.2189005736046007,0.03773321253981353,0.16680207741988182,0.4172247777978614,0.4056074389773655,1
0.18780758057452937,0.18842550466500885,0.006486808702664282,0.03448292538405703,0.36070939830913096,0.33586993191845166,1
0.1978522991485744,0.1733375630712832,0.012419286459389509,0.06691608647454657,0.3509562519008333,0.32433150367741986,1
0.21926450482675733,0.21832400154313186,0.012985416160929592,0.05934989594974942,0.38546918666267405,0.3801339575462529,1
0.22655775909749917,0.2277980480680404,0.006247982350205841,0.027502597090959847,0.39471471394025903,0.3942933939307004,1
0.1978522991485744,0.2027294300043367,0.020792709376512907,0.10381256988671023,0.34956084751813765,0.3689586501440857,1
0.18780758057452937,0.18796893625799427,0.014971167058355203,0.07968122747291079,0.36070939830913096,0.3332140498406175,1
0.21498836207587554,0.20463130769430204,0.011972547543354894,0.057063805182975165,0.3856746323711344,0.3702143409654919,1
0.19705145453393047,0.19581162730855592,0.008783342251792958,0.044714520950148884,0.3471141722649267,0.3220148638982742,1
0.21339479988815996,0.18298678339139032,0.01212069483167795,0.061156700225044325,0.3607940666174384,0.3371848726314986,1
0.2009965890291262,0.20612662748721355,0.006097165511440662,0.02995243338669169,0.37459789412576355,0.3652889255062655,1
0.21926450482675733,0.19848197389075112,0.0123434785925821,0.05909554824005636,0.37760544459118084,0.3501705502313008,1
0.16750911017662326,0.18733528044374656,0.021204863987243198,0.11951641084234704,0.32809168870248334,0.33221656147147083,1
0.18780758057452937,0.20394148191521888,0.021071636008827884,0.10757721218224643,0.36070939830913096,0.3699571679927767,1
0.18669657450741142,0.18107149208503706,0.01807115529650627,0.0982747385543524,0.3137357693865528,0.33616366426757865,1
0.1978522991485744,0.18733528044374656,0.020564055901910412,0.10677424190922886,0.34956084751813765,0.33221656147147083,1
0.1978522991485744,0.18232031998918968,0.0,0.0,0.34956084751813765,0.36084796299173333,1
0.20018301730628815,0.18925645512987202,0.006095714836193742,0.03130506929901923,0.36950592411440003,0.3576473599454649,1
0.21914679856616492,0.2200061602587321,0.00861895779101595,0.039252645884836575,0.3707605260990317,0.37786642169927975,1
0.19705145453393047,0.1966074330923073,0.021072564921272508,0.10706002370905444,0.3479130424841105,0.37182463986939507,1
0.1903463327229345,0.19848197389075112,0.01241314314102193,0.06384896845154238,0.3490667950373612,0.3501705502313008,1
0.1913803266773389,0.2112500740992099,0.008513571616229374,0.0422897605337766,0.32841312670068623,0.3592057431481811,1
0.19211374343353615,0.2112500740992099,0.005986273771677447,0.029681758806695477,0.33114939855193787,0.3592057431481811,1
0.1913803266773389,0.20612662748721355,0.011974796112000769,0.0602494924254516,0.37226561483385284,0.36315869137482204,1
0.1913803266773389,0.1974096109962761,0.017962951534253233,0.09240440553445052,0.3296299058377249,0.37363079561959617,1
0.16750911017662326,0.1681898905804322,0.012190638655621712,0.07262838809844445,0.32717059574897933,0.33052357047160197,1
0.21271781490575853,0.19147765910448736,0.012420962752993567,0.06146017732340422,0.36430383229240393,0.35449570381905604,1
0.22018079252056932,0.22153755014832888,0.02213086970880409,0.10020353501775621,0.3954057659938198,0.37448583923237183,1
0.20351163375543432,0.17818401973072773,0.02202961230454414,0.11543024974657091,0.3810273754492374,0.3465783457141491,1
0.21968426932694338,0.2023096723832625,0.010161289907761108,0.04815846344419384,0.3986991825028207,0.35415087034546994,1
0.19999999999999998,0.20721766785590645,0.007406228534848869,0.03637478979654466,0.3540003515680443,0.3449221753819747,1
0.21968426932694338,0.23335392964621404,0.018275274776570292,0.08067873666279123,0.3888653009672399,0.40183336948681864,1
0.193714622498081,0.21038628039844393,0.02018335698088106,0.09989265966104145,0.33327877365342073,0.3689749301587398,1
0.1923967745438128,0.20037996796870797,0.02774498253472567,0.14127609673243943,0.35553248423468753,0.37730905570147083,1
0.193714622498081,0.1917659799899218,0.014474112584226729,0.07509645097992812,0.33373515559084044,0.36639726835228364,1
0.20945164852680173,0.20098013110861648,0.007351056774425968,0.035821089589874476,0.3415456570935485,0.34954332948866607,1
0.1946048143722759,0.19530573441890337,0.007039425135083157,0.036107897859686766,0.38556506549821395,0.33206612993083406,1
0.21164885403221195,0.20512834828004578,0.016871405369231013,0.08096126791786765,0.3404505600589251,0.37397856626656983,1
0.2215490041755111,0.19616078309212348,0.01342174657678645,0.06426350057336283,0.4098459756494997,0.3498280640828425,1
0.23246058345864015,0.24979177713476045,0.01723252704515458,0.07146684372451945,0.3961466791161878,0.416621932133165,1
0.23690804682635605,0.21832400154313186,0.034165861433301505,0.1501030586738079,0.39334377475126087,0.3801339575462529,1
0.23256512735476587,0.24081048715047584,0.01387609775213337,0.05862616208752646,0.3918060733174877,0.4158047379690759,1
0.24097163364718838,0.22648184989793518,0.020814146628200057,0.08905333839999442,0.3652842353121176,0.3793217604880176,1
0.24207898934092967,0.23391857308192698,0.020819784683388735,0.08747853487910637,0.41499046914565985,0.392055045396183,1
0.24097163364718838,0.22054054569561543,0.01387609775213337,0.06013318119531761,0.4122904542832956,0.3825529075679202,1
0.1846284686044362,0.18356914789334233,0.006890340935732376,0.03742740651757558,0.34119948897685076,0.3384665530945174,1
0.1429829804988043,0.12828453370382928,0.007037559344470774,0.05188648825243262,0.2824822383543748,0.2733934435387663,1
0.24330750667642823,0.21832400154313186,0.006890375919790858,0.02985227739920072,0.383584904563064,0.3801339575462529,1
0.2574573724019919,0.23391857308192698,0.006938009911327757,0.02823911090924501,0.4179581672146518,0.392055045396183,1
0.20394148191521888,0.20352572104017064,0.014179843912043967,0.06959992759759077,0.3699571679927767,0.3478594070648662,1
0.2251886745555225,0.2260851270230388,0.020686783373665907,0.09168173867529329,0.397674989320537,0.37563164201554966,1
0.2653269559711333,0.2730654036277541,0.01724438258837925,0.06405879385519751,0.4421628048126231,0.4320338355339245,1
0.26443252111570065,0.28986173938695553,0.007137946416064183,0.02575507965603399,0.4363816415304372,0.47772658646384814,1
0.2574736721538482,0.25710400670803396,0.006944444444444444,0.02699084989385404,0.3961400085796599,0.39392187010476576,1
0.24987708690612548,0.24987708690612548,0.00988309459227013,0.039551824117363105,0.4302523444411581,0.42805482319847155,1
0.2568645196271742,0.25853118590648133,0.006939962983189095,0.026930620137795902,0.42666380513545415,0.4032251258470931,1
0.26539778652649215,0.25048402753040816,0.0070394156564502885,0.02729080756343103,0.41972102020699054,0.38030299512312027,1
0.24892523982881332,0.23542588877808052,0.023706472793294926,0.0978896151702185,0.4032878364256988,0.3910623289158858,1
0.25,0.25048402753040816,0.016758826886123453,0.06697047643585481,0.40025713036001476,0.38168542461224286,1
0.2662954863624368,0.2595332598211024,0.020965209615906918,0.07974158799066138,0.4200603084017911,0.42839169130695065,1
0.26539778652649215,0.2824297026960524,0.009811989070240156,0.035821455707397774,0.41717926438564096,0.4289404438292792,1
0.2662954863624368,0.23445735838677706,0.006992618926710512,0.02792842417185885,0.46746758306018404,0.3659883667797688,1
0.24903473458920847,0.2662954863624368,0.016639135011996486,0.06457659316493988,0.430167061084899,0.4200603084017911,1
0.26451062418581084,0.24330750667642823,0.021122994652696254,0.08319117955410892,0.43249686004395266,0.383584904563064,1
0.24253562503633297,0.22685647650708882,0.01724438258837925,0.07347538457369647,0.387323557360032,0.37092397326999155,1
0.2574573724019919,0.25651794712046916,0.0,0.0,0.4162580895776135,0.39508347983774295,1
0.26443252111570065,0.2669423065680733,0.01408450704225352,0.05301157039616238,0.4383363655327737,0.41866088874323815,1
0.24253562503633297,0.2582930948688151,0.013693412666142334,0.05468301685548597,0.38655381214906975,0.39834326875647846,1
0.2574573724019919,0.2557041559783794,0.013791914675830833,0.05375272273180945,0.4162580895776135,0.3906288824934961,1
0.26539778652649215,0.24066273503847474,0.02097419073978238,0.08289202514719284,0.41717926438564096,0.38001842409774755,1
0.23362355881429978,0.22741172800077136,0.020404778207318636,0.08851720807870973,0.3904765321418666,0.3955846353249025,1
0.1771150090733015,0.1932809104087855,0.01408120961348348,0.07603328693886689,0.32680031778848934,0.352222366757753,1
0.2262235015895634,0.193977062069642,0.007035564530098787,0.033486697251576415,0.3988686295088345,0.3527053096808922,1
0.22669027497211663,0.23542588877808052,0.0,0.0,0.39134391221324305,0.3934221570636773,1
0.25793447709229594,0.24195141211021207,0.016871497797572434,0.06750139646665501,0.43105528058092785,0.38625282184435233,1
0.23463225241337865,0.21779498695046928,0.006986467319488244,0.030884379681965324,0.3916184961387667,0.3763550585782351,1
0.24253562503633297,0.22727879038781906,0.02319963438196011,0.09876084522019318,0.38257938726011315,0.39614306483694844,1
0.2645390764128595,0.2653269559711333,0.020676361157986888,0.07804373141248191,0.4389168262004428,0.4421628048126231,1
0.2546048734085695,0.24951314462072213,0.013505000770961674,0.053578726758292415,0.4073797438875605,0.4029306689538669,1
0.2057595746015727,0.18986702729702046,0.013601467655886688,0.06875911574506817,0.3882706517872621,0.3295913746538948,1
0.20463349616432988,0.18107149208503706,0.00689655172413793,0.03576075982548172,0.3534838311150615,0.33616366426757865,1
0.19611613513818404,0.16598220107795064,0.02604372193704891,0.1438488903826586,0.36882089563377113,0.3287659528679592,1
0.16154812948849098,0.15864869834616124,0.013885742672318672,0.0867325436433692,0.33153405205246583,0.2920034231923092,1
0.1681898905804322,0.15903404916487007,0.00688852330646951,0.042102807709186896,0.3299464107315336,0.33994202504741,1
0.15811388300841897,0.13686218264435573,0.014597666825045206,0.0989752629098292,0.34428134939754956,0.2887383679184727,1
0.20394148191521888,0.19893544026635265,0.027186815929893342,0.1349633817825911,0.37057554464209347,0.35388534232643315,1
0.22508667122120388,0.2258973796335137,0.013981688844944948,0.062005247495766025,0.38121943494862787,0.3784224339143117,1
0.23542588877808052,0.21388233719233227,0.013879838064795575,0.061783146902409804,0.39598461806028973,0.3633151900150054,1
0.20394148191521888,0.18932742930244667,0.01408450704225352,0.07162786907637385,0.3713383137496837,0.35865983877316066,1
0.16154812948849098,0.12636940598062016,0.013984015733183891,0.09713903469199532,0.3300941013449244,0.2960234285922848,1
0.14775651218549873,0.12218305105422293,0.006993006993006993,0.05181164931201141,0.3038399978264512,0.27834501140082385,1
0.14741947494110413,0.12636940598062016,0.006941733385695199,0.05070865816263611,0.3068864278152603,0.2960234285922848,1
0.14346661602499525,0.14346661602499525,0.006988403205302306,0.04871100607882717,0.28519006662651963,0.28345774962334097,1
0.2200061602587321,0.18356914789334233,0.01387992596637819,0.06878481257900934,0.38184160469355183,0.339921494651176,1
0.17395257673801665,0.1724121514758179,0.006848743090140238,0.039546423363940465,0.3522834963700295,0.32630743490265735,1
0.1966074330923073,0.18356914789334233,0.006846090989365898,0.03601532199388323,0.3270400257837304,0.339921494651176,1
0.17886845065575596,0.19530573441890337,0.0,0.0,0.32104608703136905,0.33206612993083406,1
0.18232031998918968,0.19530573441890337,0.006988403205302306,0.03701229363665716,0.31606787206249365,0.33206612993083406,1
0.19211374343353615,0.21173271140661623,0.0,0.0,0.33221306305439313,0.36097179505527804,1
0.19678333827502784,0.18356914789334233,0.006843280542714652,0.03598388753365659,0.372549277167206,0.339921494651176,1
0.20909025401742928,0.18925645512987202,0.023222782196628166,0.11659582802297386,0.3654940085294418,0.3598120227344023,1
0.18861845900368043,0.1733661710060497,0.0069914055529929995,0.03862819011296182,0.3639670105854401,0.35000398541443517,1
0.18733528044374656,0.18796893625799427,0.013981688844944948,0.07450856250867215,0.33808145089905667,0.3348605031164425,1
0.20394148191521888,0.18861845900368043,0.013784224081556327,0.07022735967042582,0.37057554464209347,0.3639670105854401,1
0.18298678339139032,0.18925645512987202,0.0,0.0,0.3436424259639111,0.3598120227344023,1
0.18861845900368043,0.19530573441890337,0.006894997356469329,0.03591853534939922,0.3639670105854401,0.38168880158358093,1
0.1812108120791785,0.16331167050436818,0.01642185935762281,0.09533113330936543,0.34238535353504046,0.3122722882859037,1
0.2065480961930069,0.21339479988815996,0.02533883028113898,0.12067750409684974,0.34532038583096886,0.36131810718014035,1
0.19026059766179765,0.18107149208503706,0.0,0.0,0.34834198794958154,0.3380070827121164,1
0.15811388300841897,0.15811388300841897,0.0232151030960556,0.14682520379832478,0.34428134939754956,0.29027124250807596,1
0.17262086278353594,0.1718309386200955,0.006801606162489506,0.03949235355874553,0.34732091443084184,0.3245098650505877,1
0.16602574459616898,0.16872516323808495,0.009746979623870533,0.058234223691465414,0.3041757963857124,0.33243032849655496,1
0.37137138509765755,0.38218767082460553,0.0070892291295914095,0.018815324622209122,0.5277643236264351,0.5738251173170673,1
0.13815239556118714,0.1574341449925425,0.0,0.0,0.31002990650495066,0.3420539899948794,1
0.1519036035842604,0.16255037745071874,0.0,0.0,0.3000114390676923,0.3144042581227615,1
0.1574341449925425,0.17951269207998907,0.020830377436873142,0.12364192296833562,0.3420539899948794,0.3236115450917497,1
0.17262086278353594,0.17886845065575596,0.01398353836641763,0.07956735998366461,0.34732091443084184,0.3214529760152511,1
0.19236729707093225,0.17262086278353594,0.0067995462708898705,0.037258996421149965,0.3425623337857876,0.3007367652659441,1
0.16750911017662326,0.18344575015214584,0.0,0.0,0.28404457768438607,0.3474830827771486,1
0.17262086278353594,0.15590551263307606,0.006755854364888742,0.04112823121931373,0.34732091443084184,0.31623315498911586,1
0.17262086278353594,0.14752096123222816,0.007040595072477949,0.04398422539212661,0.3007367652659441,0.3017834187410948,1
0.1667004963952185,0.1681898905804322,0.013696313831747377,0.08179580163788465,0.3058068698161719,0.33052357047160197,1
0.16694502452416507,0.15339299776947407,0.02012196743940965,0.12562959148798616,0.3528723565915029,0.3248822669621116,1
0.1681898905804322,0.16626898853693187,0.009427614301007883,0.056375326771932785,0.3303788267572197,0.3460925936428102,1
0.1512887450084492,0.15705872101595866,0.006801236916490601,0.04411410934670846,0.2984061941004663,0.30208022689575015,1
0.1776793906740654,0.16872516323808495,0.0,0.0,0.3252341017054602,0.33243032849655496,1
0.16694502452416507,0.16185156676473716,0.006944444444444444,0.04224158417957928,0.3061137242969847,0.31987725568848063,1
0.18861845900368043,0.1733661710060497,0.006707881948887587,0.03706169484990166,0.3639670105854401,0.35000398541443517,1
0.18662369052659397,0.16872516323808495,0.013070878538234179,0.07356645954957855,0.3693950132403925,0.33243032849655496,1
0.1763535844434161,0.16371964974107478,0.006665272226253428,0.03919904041984966,0.3337122602819326,0.3097292322648152,1
0.16626898853693187,0.1724121514758179,0.029811965151960645,0.17604738870808315,0.34576689074686806,0.3254880921071371,1
0.1815964514181436,0.17886845065575596,0.00694203552008233,0.03851712319364247,0.34001711680079805,0.3214529760152511,1
0.21926450482675733,0.22633936510629632,0.013696753369184717,0.06147501982531022,0.38546918666267405,0.3716898305954236,1
0.21926450482675733,0.20512834828004578,0.01921920640621007,0.09057271471710363,0.38546918666267405,0.37357898349855945,1
0.2030647291871578,0.2200061602587321,0.0,0.0,0.36802680400538307,0.3822420126796428,1
0.19999999999999998,0.19264838972038067,0.02713352909072553,0.1382077696029688,0.35328526284743383,0.32810689451489494,1
0.21926450482675733,0.1871348584655416,0.0,0.0,0.38458818997306565,0.35896446308765156,1
0.23362355881429978,0.21864326664404848,0.0,0.0,0.3459323636057184,0.38205678144921423,1
0.22851730253589872,0.21618678420226528,0.007504596999157147,0.033750969343242204,0.38350298238500025,0.41152842817978175,1
0.19264302219910798,0.2181425064027577,0.01457696097009888,0.07097115139237004,0.3787126604214476,0.3680116889925666,1
0.2082929933551513,0.193977062069642,0.007347588518874244,0.036530626228766946,0.34614087994963216,0.355100987116222,1
0.1975647480628856,0.20870242219707907,0.007243293052932199,0.03565778179072317,0.3597815130166926,0.3924671317083895,1
0.2030647291871578,0.2200061602587321,0.0,0.0,0.3744908478382001,0.38184160469355183,1
0.20178706706405888,0.18796893625799427,0.007038757398670397,0.03611878887650801,0.34308103856186184,0.3332140498406175,1
0.1468461477062322,0.16212998725402933,0.013415672092730018,0.08683953596905115,0.2986094154788147,0.285242591852553,1
0.22508667122120388,0.22475645467377744,0.01359001548196564,0.06042113216658695,0.37440773939187844,0.402744638907043,1
0.23463225241337865,0.21864326664404848,0.01641298218293034,0.07241945127352409,0.3948235175639709,0.38205678144921423,1
0.20394148191521888,0.21832400154313186,0.016534851407778214,0.07831495613782079,0.37057554464209347,0.38046067431387043,1
0.22508667122120388,0.21057451355175513,0.033050419668013024,0.15172533529805718,0.37651551999442984,0.3663231096438061,1
0.20909025401742928,0.23399837696455406,0.01664156315150897,0.07511618212648584,0.3654940085294418,0.40161524513941055,1
0.26814670400222457,0.2833333333333333,0.028361998299241284,0.1028577514293012,0.4528252130353464,0.46704763621967654,1
0.30025658850363857,0.28317605697742704,0.02386834525417047,0.0818203967125973,0.4538728031766858,0.4633622134059455,1
0.25786400754028527,0.26755569501872406,0.013972992649357713,0.0531879279794934,0.4038157682420048,0.4308015542125587,1
0.24207898934092967,0.2408073206538235,0.037893644833645775,0.15694644494708293,0.41499046914565985,0.39951538872457915,1
0.2137580822643944,0.19314683399389515,0.021561461039202173,0.10597788415766243,0.36871727737473364,0.33080260996109057,1
0.2098433471568153,0.21038628039844393,0.021106792244106522,0.10045361326329152,0.36870962536203855,0.3663963563628619,1
